host,dnt,user-agent,accept,accept-encoding,accept-language,ad,canvas,cookies,font-flash,language-flash,platform-flash,languages-js,platform,plugins,screen_width,screen_height,screen_depth,storage_local,storage_session,timezone,userAgent-js,webGLVendor,webGLRenderer
0,0,3846,0,0,510,1,121,0,0,0,0,410,0,0,0,0,0,0,0,16,3461,0,91
0,0,3714,0,0,195,0,3,0,0,0,0,145,2,0,46,6,0,0,0,4,3336,3,63
0,0,967,3,0,12,1,6437,0,0,0,0,3,11,1,3,3,0,0,0,4,854,2,2
0,0,3846,0,0,38,1,121,0,0,0,0,37,0,0,0,0,0,0,0,16,3461,0,91
0,1,257,1,0,11,1,744,0,0,0,0,11,2,1,3,3,0,0,0,4,204,3,177
0,0,11,1,0,114,1,3107,0,1,1,1,70,2,194,3,3,0,0,0,16,11,3,63
1,0,14,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,257,1,0,1,1,11,0,0,0,0,1,2,1,3,3,0,0,0,1,204,3,23
2,0,334,3,86,425,1,127,0,0,0,0,5,2,21,3,3,0,0,0,1,279,17,23
0,0,257,1,0,1,0,11,0,1,1,1,1,2,517,3,3,0,0,0,1,204,3,198
2,0,4094,1,0,12,0,163,0,0,0,0,3,3,1,466,179,0,0,0,1,3795,3,247
0,0,5836,0,0,38,0,991,0,0,0,0,37,2,0,3,3,0,0,0,16,5267,3,1687
0,0,3806,0,0,115,0,361,0,0,0,0,33,1,0,3,3,0,0,0,25,3422,5,459
0,0,14,3,0,12,1,14,3,0,0,0,3,4,1,28,245,0,3,3,1,14,2,2
0,1,257,1,0,34,0,3586,0,0,0,0,33,2,1,3,7,0,0,0,25,204,3,1340
0,0,14,3,0,12,1,14,0,0,0,0,3,4,1,28,218,0,0,0,1,14,2,2
0,1,5955,0,0,115,0,145,0,0,0,0,33,1,0,3,3,0,0,0,25,5319,1,118
0,0,14,3,0,12,1,14,3,0,0,0,3,4,1,28,245,0,3,3,1,14,2,2
1,0,14,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,0,14,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3806,0,0,3,0,881,0,0,0,0,3,1,14,3,7,0,0,0,2,3422,5,1641
0,1,3824,0,0,19,0,39,0,0,0,0,18,0,14,6,8,0,0,0,4,3442,6,82
0,0,5956,0,0,818,1,6438,0,0,0,0,1539,2,13,1,1,0,0,0,16,5373,3,737
1,0,3806,0,0,3,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,4823,0,0,323,1,173,0,0,0,0,586,8,1,19,93,0,0,0,16,4340,12,49
2,0,5957,0,0,3,1,138,0,0,0,0,3,8,1,28,362,0,0,0,16,5374,12,193
0,1,257,1,0,34,0,6439,0,0,0,0,33,2,1,3,7,0,0,0,25,204,3,1340
0,1,5955,0,0,115,0,145,0,0,0,0,33,1,0,3,3,0,0,0,25,5319,1,118
0,1,5958,0,0,1142,3,18,2,3,3,3,13,7,10,9,11,5,2,2,10,17,9,17
0,0,4629,1,0,14,1,895,0,0,0,0,14,1,1,3,3,0,0,0,4,4161,18,1315
0,0,3929,0,0,1291,0,3,0,0,0,0,123,2,13,46,6,0,0,0,23,3536,3,23
0,0,3714,0,0,38,3,18,2,3,3,3,13,7,10,9,11,5,2,2,10,17,9,17
0,0,4,0,0,3,1,3,0,0,0,0,3,2,0,4,12,0,0,0,22,4,3,23
0,0,5310,1,0,34,1,3123,0,0,0,0,33,1,1,3,3,1,0,0,25,4897,1,118
0,1,257,1,0,34,0,6440,0,0,0,0,33,2,1,3,7,0,0,0,25,204,3,1340
1,1,5958,0,0,1142,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3714,0,0,38,1,161,0,0,0,0,37,2,0,3,3,0,0,0,16,3336,3,143
0,1,4629,1,0,12,0,3135,0,1,1,1,3,1,39,3,3,0,0,0,1,4161,1,1
1,0,1760,48,128,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,257,1,0,34,0,6439,0,0,0,0,33,2,1,3,7,0,0,0,25,204,3,1340
0,1,257,1,0,14,1,997,0,0,0,0,14,2,1,17,84,0,3,3,4,204,2,2
0,0,744,3,0,12,1,731,0,0,0,0,3,1,1,3,3,1,0,0,25,649,1,118
0,0,4,0,0,3,1,3,0,0,0,0,3,2,0,4,12,0,0,0,22,4,3,23
0,0,5,3,0,745,1,5,0,1,1,1,273,0,500,0,0,0,0,0,4,5,0,93
0,1,3628,1,3,12,0,6441,0,0,0,0,3,2,1,252,95,0,3,3,4,3254,3,10
0,1,5959,5,0,3,1,123,0,0,0,0,3,2,0,3,7,0,0,0,4,2594,3,27
0,1,257,1,2,1274,0,11,0,1,1,1,1074,2,517,21,1,0,0,0,1,204,3,30
0,0,4673,0,0,4,0,27,0,0,0,0,35,8,1,28,37,0,0,0,4,4199,2,2
0,0,3714,0,2,604,0,56,0,0,0,0,484,2,0,21,1,0,0,0,1,3336,3,30
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,24,32,1,0,0,16,15,7,14
0,0,15,3,0,745,1,5,0,1,1,1,273,0,500,0,0,0,0,0,4,15,0,93
1,1,4629,1,0,14,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,5955,0,0,115,0,145,0,0,0,0,33,1,0,3,3,0,0,0,25,5319,1,118
0,0,5960,0,0,246,1,1622,0,0,0,0,189,8,1,28,46,0,0,0,2,5375,12,46
0,0,5960,0,0,246,1,1622,0,0,0,0,189,8,1,28,46,0,0,0,2,5375,12,46
0,1,3714,0,0,19,0,8,0,0,0,0,18,2,14,3,3,0,0,0,16,3336,3,290
0,1,5836,0,0,1078,0,56,0,0,0,0,2333,2,0,1,1,0,0,0,1,5267,3,10
0,0,27,3,0,12,1,14,0,0,0,0,3,1,1,17,0,0,0,0,1,68,2,2
0,1,27,1,0,12,0,14,0,0,0,0,3,0,1,783,24,0,0,0,1,52,2,2
0,1,5836,0,0,1078,0,56,0,0,0,0,2333,2,0,1,1,0,0,0,1,5267,3,10
0,1,257,1,0,34,0,6439,0,0,0,0,33,2,1,3,7,0,0,0,25,204,3,1340
0,0,3929,0,0,1291,0,3,0,0,0,0,123,2,13,46,6,0,0,0,23,3536,3,23
0,1,257,1,0,34,0,6439,0,0,0,0,33,2,1,3,7,0,0,0,25,204,3,1340
0,0,27,3,0,12,0,14,0,0,0,0,3,1,1,17,4,0,0,0,1,68,2,2
0,1,257,1,0,34,0,6439,0,0,0,0,33,2,1,3,7,0,0,0,25,204,3,1340
0,1,5961,0,0,2701,0,586,0,0,0,0,2334,0,13,29,18,0,0,0,4,5376,0,12
0,0,3714,0,0,19,1,8,0,0,0,0,18,2,0,3,3,0,0,0,1,3336,3,51
1,0,257,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,0,2640,48,66,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,0,2640,48,66,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,0,5962,0,3,142,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
2,1,1275,0,0,162,0,27,3,0,0,0,111,1,14,3,3,0,3,3,4,1122,2,2
0,1,5963,0,0,3,0,123,0,0,0,0,3,2,0,3,25,0,0,0,4,5377,3,5
0,0,5925,0,0,38,3,18,2,3,3,3,13,7,10,9,11,5,2,2,10,17,9,17
0,0,5964,5,0,530,1,131,0,0,0,0,429,2,0,4,12,0,0,0,16,5378,3,23
0,0,15,3,0,479,1,15,0,0,0,0,384,5,1,7,9,1,0,0,2,15,7,14
0,0,5836,0,0,4,1,123,0,0,0,0,35,2,0,15,17,0,0,0,4,5267,3,5
0,0,3225,2,0,15,1,2407,0,0,0,0,15,2,0,21,1,0,0,0,11,2870,3,1038
0,0,240,1,3,111,1,202,0,0,0,0,3,2,23,1,1,0,0,0,27,191,3,18
0,0,61,2,0,15,1,59,0,0,0,0,15,2,0,21,1,0,0,0,11,61,3,52
0,0,369,2,0,15,1,334,0,0,0,0,15,2,0,21,1,0,0,0,11,311,3,224
0,0,337,2,0,15,1,314,0,0,0,0,15,2,0,1,1,0,0,0,11,282,3,208
0,1,5961,0,0,2701,0,586,0,0,0,0,2334,0,13,29,18,0,0,0,4,5376,0,12
0,0,2502,2,0,15,1,2422,0,0,0,0,15,2,0,1,1,0,0,0,11,2195,3,921
0,0,1729,5,0,1142,0,4277,0,0,0,0,964,2,0,3,7,0,0,0,16,1546,3,21
0,0,2487,2,0,15,1,2411,0,0,0,0,15,2,0,21,1,0,0,0,11,2182,3,916
0,1,703,3,0,12,0,14,0,0,0,0,3,1,1,3,3,0,0,0,22,1277,2,2
0,0,893,3,0,13,1,5,0,0,0,0,6,0,3,0,0,0,0,0,12,786,0,0
2,1,5,1,0,12,0,35,0,0,0,0,3,2,1,1,1,0,0,0,4,5,2,2
0,0,5965,0,0,630,1,1935,0,0,0,0,510,0,0,0,0,6,0,0,12,5379,0,0
0,0,27,3,0,12,1,14,0,0,0,0,3,0,1,17,4,0,0,0,1,52,2,2
0,1,5963,0,0,3,1,123,0,0,0,0,3,2,0,3,25,0,0,0,4,5377,3,5
0,0,314,2,0,15,1,287,0,0,0,0,15,2,0,21,1,0,0,0,11,259,3,189
0,1,257,1,0,34,1,6442,0,0,0,0,33,2,1,3,3,0,0,0,25,204,3,1340
0,0,153,3,0,34,1,232,0,0,0,0,33,2,1,3,3,0,0,0,12,26,3,1285
0,1,3714,0,0,3,0,208,0,0,0,0,3,2,0,11,0,0,0,0,32,3336,3,73
0,0,5966,0,0,3,0,27,0,0,0,0,3,8,1,19,22,0,0,0,0,5380,2,2
0,1,5871,0,0,4,1,149,0,0,0,0,35,2,0,5,6,0,0,0,4,5296,3,730
0,0,3225,2,0,15,1,2407,0,0,0,0,15,2,0,21,1,0,0,0,11,2870,3,1038
0,1,5967,0,0,115,0,6443,0,0,0,0,33,2,0,3,3,0,0,0,30,5381,3,555
0,0,14,3,0,6,1,14,0,0,0,0,23,4,1,24,96,0,0,0,1,14,2,2
0,1,17,1,0,12,1,6444,0,0,0,0,3,2,1,1,1,0,0,0,27,18,2,2
2,1,27,1,0,12,0,14,3,0,0,0,3,2,1,17,2,0,3,3,1,26,2,2
0,1,5836,0,0,2702,1,3,0,0,0,0,2335,2,0,135,94,0,0,0,7,5267,3,23
1,0,1760,48,128,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,5966,0,0,3,0,27,0,0,0,0,3,8,1,19,22,0,0,0,0,5380,2,2
0,0,127,1,0,520,1,176,0,0,0,0,126,1,1,1,1,0,0,0,12,103,5,1688
0,1,3824,0,0,3,0,0,0,0,0,0,3,0,0,5,6,0,0,0,16,3442,0,12
0,0,5960,0,0,246,1,1622,0,0,0,0,189,8,1,28,46,0,0,0,2,5375,12,46
0,0,16,4,1,6,1,6,0,0,0,0,6,8,1,19,23,0,0,0,5,794,3,5
0,0,5968,3,2,13,1,382,0,0,0,0,6,5,1,7,26,1,0,0,32,5382,7,14
0,0,5969,0,0,2703,1,304,0,0,0,0,5,8,1,19,29,0,0,0,22,5383,12,160
0,0,5970,2,3,1397,1,1540,0,0,0,0,114,8,1,28,12,0,0,0,4,5384,26,745
0,0,4933,2,0,15,1,1866,0,0,0,0,15,2,0,4,4,0,0,0,11,4448,3,194
0,0,4933,2,0,15,1,1866,0,0,0,0,15,2,0,4,4,0,0,0,11,4448,3,194
0,0,3806,0,0,219,0,1584,0,0,0,0,164,1,14,3,7,0,0,0,4,3422,2,2
0,1,1045,3,0,1439,0,6445,0,1,1,1,1218,2,522,3,3,0,0,0,3,5385,2,2
0,0,16,4,1,6,1,6,0,0,0,0,6,8,1,19,23,0,0,0,5,794,3,5
0,0,3929,0,0,3,0,3,0,0,0,0,3,2,13,1,1,0,0,0,22,3536,3,101
0,0,4673,0,0,4,0,27,0,0,0,0,35,8,1,28,37,0,0,0,4,4199,2,2
0,0,4673,0,0,4,0,27,0,0,0,0,35,8,1,28,37,0,0,0,4,4199,2,2
0,0,15,3,0,13,1,15,0,0,0,0,6,5,1,7,9,1,0,0,32,15,7,14
0,0,4933,2,0,15,1,1866,0,0,0,0,15,2,0,4,4,0,0,0,11,4448,3,194
1,0,1760,48,128,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,257,1,0,12,0,35,0,0,0,0,3,2,1,5,6,0,0,0,4,204,3,729
0,1,3714,0,0,2704,0,9,0,0,0,0,2336,2,0,5,6,0,0,0,4,3336,3,729
0,0,3512,2,0,15,1,3365,0,0,0,0,15,2,0,6,8,0,0,0,11,3139,3,210
0,0,3512,2,0,15,1,3365,0,0,0,0,15,2,0,6,8,0,0,0,11,3139,3,210
0,0,5798,2,0,15,1,2967,0,0,0,0,15,2,0,4,4,0,0,0,11,5231,3,1648
0,0,5798,2,0,15,1,2967,0,0,0,0,15,2,0,4,4,0,0,0,11,5231,3,1648
0,0,314,2,0,15,1,287,0,0,0,0,15,2,0,21,1,0,0,0,11,259,3,189
0,0,3714,0,0,2530,1,8,0,0,0,0,2177,2,0,3,3,0,0,0,4,3336,3,131
0,0,5836,0,0,2530,1,8,0,0,0,0,2177,2,0,3,3,0,0,0,4,5267,3,131
0,0,147,1,0,12,0,2902,0,0,0,0,3,1,1,3,3,0,0,0,0,109,1,58
0,0,3708,2,0,15,1,4495,0,0,0,0,15,2,0,4,1,0,0,0,11,3329,3,1512
0,0,3708,2,0,15,1,4495,0,0,0,0,15,2,0,4,1,0,0,0,11,3329,3,1512
2,0,27,3,0,12,1,14,0,0,0,0,3,1,1,92,590,0,0,0,1,68,2,2
0,1,5836,0,0,18,0,56,0,0,0,0,16,2,0,6,8,0,0,0,4,5267,3,70
2,0,217,3,0,12,1,6446,0,0,0,0,3,1,1,1,1,0,0,0,1,68,1,163
0,0,3824,0,0,38,1,116,0,0,0,0,61,0,0,0,0,0,0,0,16,3442,0,0
0,0,5960,0,0,246,1,1622,0,0,0,0,189,8,1,28,46,0,0,0,2,5375,12,46
2,0,27,3,0,12,1,14,0,0,0,0,3,1,1,92,590,0,0,0,1,68,2,2
0,1,5836,0,0,115,0,9,0,0,0,0,33,2,0,3,3,0,0,0,25,5267,3,226
0,0,4706,2,0,15,1,5491,0,0,0,0,15,2,0,23,8,0,0,0,11,4233,3,1100
0,0,3846,0,0,2705,0,6447,0,0,0,0,2337,0,0,0,0,0,0,0,16,3461,0,91
0,1,153,1,0,12,0,6448,0,0,0,0,3,2,1,1,1,0,0,0,4,26,2,2
1,1,5752,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,1,5728,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,153,1,0,12,0,6449,0,0,0,0,3,2,1,1,1,0,0,0,4,26,2,2
0,0,5242,2,0,15,1,5447,0,0,0,0,15,2,0,4,1,0,0,0,11,4708,3,111
1,1,5728,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,5242,2,0,15,1,5447,0,0,0,0,15,2,0,4,1,0,0,0,11,4708,3,111
1,1,5736,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,1,5736,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
1,1,5736,1,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,5736,1,0,12,0,14,0,0,0,0,3,3,1,225,84,0,0,0,1,5176,2,2
0,0,4706,2,0,15,1,5491,0,0,0,0,15,2,0,23,8,0,0,0,11,4233,3,1100
0,0,4470,2,0,15,1,3010,0,0,0,0,15,2,0,4,4,0,0,0,11,4019,3,340
0,0,2488,2,0,15,1,5651,0,0,0,0,15,2,0,1,1,0,0,0,11,2183,3,1371
0,0,456,2,0,15,1,2824,0,0,0,0,15,2,0,6,8,0,0,0,11,385,3,832
0,0,2488,2,0,15,1,5651,0,0,0,0,15,2,0,1,1,0,0,0,11,2183,3,1371
0,0,66,3,0,174,1,245,0,0,0,0,123,0,1,41,5,1,0,0,23,66,7,14
0,0,3714,0,0,3,0,4,0,0,0,0,3,2,0,0,94,0,0,0,7,3336,3,101
0,0,3824,0,0,24,0,50,0,0,0,0,23,0,0,0,0,0,0,0,4,3442,0,93
0,1,3806,0,0,3,0,221,0,0,0,0,3,1,14,3,3,0,0,0,2,3422,1,28
0,0,5237,2,0,15,1,802,0,0,0,0,15,2,0,0,0,0,0,0,11,4704,3,509
1,0,4770,155,46,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,2222,2,0,15,1,531,0,0,0,0,15,2,0,3,3,0,0,0,11,1968,3,1644
0,0,2222,2,0,15,1,531,0,0,0,0,15,2,0,3,3,0,0,0,11,1968,3,1644
0,0,149,0,0,2706,0,830,0,0,0,0,2338,1,12,5,3,0,0,0,4,110,3,5
0,0,5836,0,0,3,1,6450,0,0,0,0,3,2,14,3,3,0,0,0,12,5267,3,1285
0,1,382,1,0,12,0,14,0,0,0,0,3,3,1,784,36,0,0,0,1,321,2,2
2,1,5495,0,0,3,0,9,0,0,0,0,3,2,11,1,1,0,0,0,27,4945,3,1689
0,0,3782,0,0,3,1,123,0,0,0,0,3,2,0,1,1,0,0,0,8,3402,3,5
1,0,259,49,48,153,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3714,0,0,238,0,56,0,0,0,0,181,2,14,1,1,0,0,0,4,3336,3,18
0,1,267,1,0,34,0,5655,0,1,1,1,33,2,517,11,0,0,0,0,4,213,3,1690
0,0,3714,0,0,4,1,3,0,0,0,0,35,2,0,5,3,0,0,0,4,3336,3,23
0,0,721,2,0,15,1,709,0,0,0,0,15,2,0,21,1,0,0,0,11,626,3,414
0,0,153,3,0,12,1,6451,0,1,1,1,3,2,517,3,3,0,0,0,4,26,33,378
2,0,738,1,0,11,0,35,0,0,0,0,11,2,1,1,1,0,0,0,4,888,3,132
0,0,5971,0,3,125,1,2173,0,0,0,0,114,8,1,28,12,0,0,0,4,5386,26,745
0,0,5972,2,0,644,1,3190,0,0,0,0,33,4,1,20,160,1,0,0,27,5387,13,343
0,1,5916,0,0,19,1,173,0,0,0,0,18,8,1,19,93,0,0,0,1,5339,12,49
1,0,1760,48,128,6,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,5973,0,3,125,1,2173,0,0,0,0,114,8,1,28,12,0,0,0,4,5388,26,745
0,1,5495,0,0,3,0,9,0,0,0,0,3,2,11,1,1,0,0,0,27,4945,3,1689
0,1,5974,1,0,12,0,14,0,0,0,0,3,3,1,784,36,0,0,0,1,5389,2,2
0,0,5975,0,0,3,1,123,0,0,0,0,3,2,1,28,46,0,0,0,8,5390,3,5
0,1,3714,0,0,1188,0,123,0,0,0,0,1006,2,0,5,6,0,0,0,4,3336,3,65
0,0,5,3,0,13,1,5,0,1,1,1,6,0,8,0,0,0,0,0,4,5,0,91
0,0,163,0,0,106,1,2673,0,0,0,0,2239,0,0,3,7,0,0,0,18,120,0,156
0,0,67,0,0,3,1,6031,0,0,0,0,3,0,0,3,3,0,0,0,7,67,0,6
0,0,1632,0,0,3,1,6031,0,0,0,0,3,2,0,3,3,0,0,0,16,1463,0,6
0,1,267,1,0,11,0,3636,0,1,1,1,11,2,517,5,6,0,0,0,4,213,3,154
0,1,5820,1,0,12,0,14,0,0,0,0,3,3,1,784,36,0,0,0,1,5343,2,2
1,0,27,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,3714,0,0,1188,0,123,0,0,0,0,1006,2,0,5,6,0,0,0,4,3336,3,65
0,0,2885,2,0,15,1,2654,0,0,0,0,15,2,0,4,5,0,0,0,11,2556,3,966
0,0,3170,2,0,15,1,2417,0,0,0,0,15,2,0,4,1,0,0,0,11,2823,3,519
0,0,218,3,0,438,1,15,0,0,0,0,354,5,1,24,32,1,0,0,32,169,7,14
0,0,153,3,0,34,1,232,0,0,0,0,33,2,1,3,3,0,0,0,12,26,3,1285
0,1,257,1,0,12,0,205,0,0,0,0,3,2,1,5,6,0,0,0,2,204,3,65
0,0,13,1,0,12,1,13,0,0,0,0,3,0,1,0,0,0,0,0,4,13,0,91
0,1,741,1,0,12,0,14,0,0,0,0,3,15,1,785,215,0,0,0,1,646,2,2
0,0,4220,3,0,12,0,63,0,0,0,0,3,2,1,5,6,0,0,0,4,3786,3,65
0,0,2494,2,0,15,1,496,0,0,0,0,15,2,0,21,1,0,0,0,11,2190,3,728
0,0,257,1,0,12,0,205,0,0,0,0,3,2,1,5,6,0,0,0,4,204,3,65
0,0,3824,0,0,1937,0,116,0,0,0,0,1678,0,0,3,3,0,0,0,16,3442,0,89
0,0,3714,0,0,3,0,8,0,0,0,0,3,2,0,3,7,0,0,0,32,3336,3,131
0,0,3724,0,0,3,0,4,0,0,0,0,3,2,5,3,3,0,0,0,27,3347,3,23
0,0,1662,3,2,13,0,27,0,0,0,0,6,5,1,24,28,1,0,0,5,1489,2,2
0,0,5975,0,0,3,1,123,0,0,0,0,3,2,1,28,46,0,0,0,8,5390,3,5
1,0,259,49,48,153,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,257,1,0,12,1,46,0,0,0,0,3,2,1,1,1,0,0,0,1,204,3,40
0,0,301,2,0,15,1,271,0,0,0,0,15,2,0,21,1,0,0,0,11,246,3,172
0,0,3824,0,0,2707,0,39,0,0,0,0,2339,0,0,3,7,0,0,0,12,3442,6,216
0,0,4444,2,0,15,1,450,0,0,0,0,15,2,0,3,3,0,0,0,11,3997,3,1691
0,1,5728,1,0,11,0,6452,0,0,0,0,11,3,1,3,3,0,0,0,4,5169,3,1262
0,1,621,1,0,11,0,6453,0,0,0,0,11,21,1,3,3,0,0,0,4,534,3,1173
0,1,14,3,0,12,0,14,0,0,0,0,3,4,1,28,218,0,0,0,1,14,2,2
0,0,27,3,0,12,1,14,0,0,0,0,3,2,1,52,0,0,0,0,1,26,2,2
0,0,267,1,0,1174,1,6454,0,0,0,0,184,2,1,1,1,0,0,0,11,213,3,1692
0,1,5976,0,0,172,1,138,0,0,0,0,121,8,1,28,46,0,0,0,4,5391,12,36
0,0,27,1,0,12,0,14,0,0,0,0,3,2,1,3,145,0,0,0,1,26,2,2
0,0,3824,0,0,2707,0,39,0,0,0,0,2339,0,0,3,7,0,0,0,12,3442,6,216
0,0,2494,2,0,15,1,496,0,0,0,0,15,2,0,21,1,0,0,0,11,2190,3,728
0,0,267,1,0,1174,1,6454,0,0,0,0,184,2,1,1,1,0,0,0,11,213,3,1692
0,1,5913,0,0,2672,1,179,0,0,0,0,2308,8,1,20,46,0,0,0,4,5336,12,193
0,0,3087,2,0,15,1,2847,0,0,0,0,15,2,0,4,5,0,0,0,11,2736,3,784
0,0,5977,0,3,19,1,56,0,0,0,0,18,2,613,1,1,0,0,0,4,5392,3,70
0,0,337,2,0,15,1,314,0,0,0,0,15,2,0,1,1,0,0,0,11,282,3,208
0,0,516,2,0,15,1,490,0,0,0,0,15,2,0,3,3,0,0,0,11,442,3,327
0,0,3885,0,0,1740,0,27,0,0,0,0,1498,8,1,28,37,0,0,0,2,3495,2,2
0,0,3885,0,0,1740,0,27,0,0,0,0,1498,8,1,28,37,0,0,0,2,3495,2,2
0,0,257,1,0,12,1,11,0,0,0,0,3,2,1,5,14,0,0,0,4,204,3,256
1,1,14,3,0,297,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,5007,0,0,19,1,27,0,0,0,0,3,28,1,3,3,0,0,0,1,4521,2,2
0,1,1045,3,0,1439,0,6455,0,1,1,1,1218,2,522,3,3,0,0,0,23,2778,2,2
0,1,303,3,0,152,0,6456,0,0,0,0,104,2,1,99,149,0,0,0,4,248,2,2
0,1,4007,0,0,182,1,3970,0,0,0,0,428,1,0,12,66,0,0,0,1,3595,18,993
0,0,257,1,0,34,1,11,0,0,0,0,33,2,1,3,3,0,0,0,12,204,3,1285
2,0,5978,2,0,125,0,6457,0,0,0,0,117,9,1,10,47,0,0,0,4,5393,12,60
2,0,5978,2,0,125,0,6457,0,0,0,0,117,9,1,10,47,0,0,0,4,5393,12,60
0,1,167,2,0,2708,1,14,0,0,0,0,2340,2,1,5,6,0,0,0,1,132,2,2
0,0,3782,0,0,3,1,123,0,0,0,0,3,2,0,1,1,0,0,0,8,3402,3,5
0,0,257,1,0,34,1,11,0,0,0,0,33,2,1,3,3,0,0,0,12,204,3,1285
0,0,5,3,0,180,1,5,0,0,0,0,129,0,68,4,4,0,0,0,4,5,0,157
0,0,5979,0,3,19,1,56,0,0,0,0,18,2,614,1,1,0,0,0,4,5394,3,70
0,1,5211,1,0,2709,1,1169,0,0,0,0,2341,9,1,182,94,0,0,0,22,4672,12,36
0,0,3714,0,0,3,0,8,0,0,0,0,3,2,14,3,3,0,0,0,12,3336,3,1285
0,0,5,3,0,180,1,5,0,0,0,0,129,0,68,4,4,0,0,0,4,5,0,157
0,0,14,3,0,12,1,14,0,0,0,0,3,4,1,182,358,0,0,0,1,14,2,2
0,1,3714,1,0,12,0,14,0,0,0,0,3,2,1,15,653,0,0,0,1,3336,2,2
0,1,562,1,0,34,1,13,0,0,0,0,33,0,1,4,4,0,0,0,4,480,0,157
0,0,5836,0,0,3,0,6458,0,0,0,0,3,2,14,3,3,0,0,0,12,5267,3,1285
2,1,3714,0,0,162,0,27,0,0,0,0,111,2,14,3,3,0,0,0,4,3336,2,2
1,0,27,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,0,3714,0,0,237,1,4,0,0,0,0,179,2,0,3,3,0,0,0,4,3336,3,23
0,0,3779,0,0,115,1,362,0,0,0,0,33,2,0,0,0,0,0,0,27,3400,3,5
0,1,3714,0,0,3,0,8,0,0,0,0,3,2,14,3,3,0,0,0,12,3336,3,1285
0,0,5711,2,0,15,1,314,0,0,0,0,15,2,0,23,8,0,0,0,11,5154,3,1615
1,0,27,3,0,12,2,17,1,2,2,2,12,6,9,8,10,4,1,1,9,16,8,16
0,1,32,1,0,12,0,14,0,0,0,0,3,2,1,15,653,0,0,0,1,26,2,2
0,0,3578,2,0,15,1,277,0,0,0,0,15,2,0,21,1,0,0,0,11,3205,3,74
0,1,257,1,0,12,1,46,0,0,0,0,3,2,1,3,3,0,0,0,2,204,3,40
0,1,1014,1,0,12,0,14,0,0,0,0,3,2,1,15,653,0,0,0,1,26,2,2
0,0,257,1,0,34,1,11,0,0,0,0,33,2,1,3,3,0,0,0,12,204,3,1285
0,0,3,0,0,2710,1,161,0,0,0,0,2342,2,0,3,3,0,0,0,19,3,3,90
2,0,27,3,0,12,1,14,0,0,0,0,3,0,1,17,51,0,0,0,1,52,2,2
0,0,257,1,0,34,1,11,0,0,0,0,33,2,1,3,3,0,0,0,12,204,3,1285
2,0,27,3,0,12,1,14,0,0,0,0,3,0,1,17,51,0,0,0,1,52,2,2
0,0,3714,0,0,177,0,56,0,0,0,0,126,2,0,3,3,0,0,0,12,3336,3,30
0,0,27,3,0,12,1,14,0,0,0,0,3,2,1,17,0,0,0,0,1,26,2,2
0,0,5960,0,0,246,1,1622,0,0,0,0,189,8,1,28,46,0,0,0,2,5375,12,46
0,0,3714,0,0,2711,0,4,0,0,0,0,2343,2,0,15,17,0,0,0,2,3336,3,55
2,0,13,1,0,11,1,13,0,0,0,0,11,0,1,0,0,0,0,0,4,13,0,91
0,1,846,1,0,12,0,14,0,0,0,0,3,2,1,15,653,0,0,0,1,26,2,2
